Time,Voltage (V),Current (A),Power (W),Energy (kwh),Frequency (Hz),Power Factor
1639175040,240.1,2.68,642.7,0.13,50,1
1639175040,240.2,2.68,642.7,0.13,50,1
1639175040,240.1,2.67,642,0.13,50,1
1639175040,239.9,2.67,641,0.13,50,1
1639175040,240.1,2.67,642.3,0.14,50,1
1639175040,240.1,2.67,642.2,0.14,50,1
1639175040,240.1,2.67,642,0.14,49.9,1
1639175040,240.1,2.67,642,0.14,50,1
1639175040,240.1,2.67,641.9,0.14,49.9,1
1639175040,240.2,2.68,642.6,0.14,49.9,1
1639175040,240.2,2.68,642.7,0.14,50,1
1639175040,240.3,2.68,643.3,0.14,50,1
1639175040,240.2,2.68,642.8,0.14,49.9,1
1639175040,240.2,2.67,642.3,0.15,49.9,1
1639175168,240.3,2.68,642.9,0.15,49.9,1
1639175168,240.3,2.68,643,0.15,49.9,1
1639175168,240.3,2.68,643.2,0.15,50,1
1639175168,240.4,2.68,643.6,0.15,49.9,1
1639175168,240.3,2.68,643.1,0.15,50,1
1639175168,240.4,2.68,643.5,0.15,50,1
1639175168,240.4,2.68,643.5,0.15,50,1
1639175168,240.4,2.68,643.8,0.15,50,1
1639175168,240.5,2.68,644.2,0.15,50,1
1639175168,240.5,2.68,644.4,0.16,50,1
1639175168,240.5,2.68,644.2,0.16,50,1
1639175168,240.5,2.68,644.2,0.16,50,1
1639175168,240.6,2.68,644.7,0.16,50,1
1639175168,240.5,2.68,644.2,0.16,50,1
1639175168,240.5,2.68,644.6,0.17,50,1
1639175168,240.6,2.68,645.1,0.17,50,1
1639175296,240.6,2.68,645.1,0.17,50,1
1639175296,240.7,2.68,645.9,0.17,50,1
1639175296,240.7,2.68,646,0.17,50,1
1639175296,240.7,2.68,645.9,0.17,50,1
1639175296,240.7,2.68,645.9,0.17,50,1
1639175296,240.7,2.68,645.7,0.17,50,1
1639175296,240.7,2.69,646.8,0.17,50,1
1639175296,240.7,2.68,645.7,0.18,50,1
1639175296,240.9,2.68,646.7,0.18,50,1
1639175296,240.7,2.68,645.8,0.19,50,1
1639175296,240.8,2.68,646.1,0.19,50,1
1639175296,240.6,2.68,645.5,0.19,50,1
1639175296,240.7,2.68,645.7,0.19,50,1
1639175296,240.8,2.68,646.3,0.19,50,1
1639175424,240.9,2.69,647.3,0.19,50,1
1639175424,241,2.69,647.5,0.19,50,1
1639175424,240.9,2.69,647.1,0.19,50,1
1639175424,240.9,2.69,647.1,0.19,50,1
1639175424,240.7,2.68,645.9,0.2,50,1
1639175424,240.8,2.69,647,0.2,50,1
1639175424,240.7,2.69,646.5,0.2,50,1
1639175424,240.7,2.68,646.1,0.2,50,1
1639175424,240.7,2.68,646.2,0.2,50,1
1639175424,240.8,2.68,646.5,0.2,50,1
1639175424,240.8,2.69,646.7,0.2,50,1
1639175424,240.9,2.69,647.1,0.2,50,1
1639175424,240.7,2.68,646.4,0.21,50,1
1639175424,240.7,2.68,646.2,0.21,50,1
1639175424,240.7,2.68,646.3,0.21,50,1
1639175424,240.7,2.68,646.1,0.21,50,1
1639175424,240.5,2.68,645.3,0.21,50,1
1639175424,240.5,2.68,645.1,0.21,50,1
1639175424,240.5,2.68,645,0.21,50,1
1639175424,0,0,0,0,0,0
1639175552,0,0,0,0,0,0
1639175552,0,0,0,0,0,0
1639175552,0,0,0,0,0,0
1639175552,0,0,0,0,0,0
1639175552,0,0,0,0,0,0
1639175552,0,0,0,0,0,0
